0,1,2948.95
1,2,1302.96
2,3,3374.21
3,4,4855.11
4,5,4964.58
5,6,4007.54
6,7,3682.28
7,8,1293.74
8,9,3777.14
9,10,3397.72
10,11,1832.34
11,12,3444.03
12,13,1478.37
13,14,974.19
14,15,21.45
15,16,2910.49
16,17,2416.65
17,18,3705.19
18,19,4871.24
19,20,3175.70
20,21,1133.85
21,22,3019.16
22,23,1484.74
23,24,3176.95
24,25,102.75
25,26,3217.10
26,27,724.98
27,28,1272.65
28,29,4379.26
29,30,4225.37
30,31,3120.33
31,32,1314.18
32,33,4251.85
33,34,1469.04
34,35,3010.63
35,36,1597.80
36,37,3883.77
37,38,4051.01
38,39,3408.44
39,40,3808.09
40,41,3244.94
41,42,4833.99
42,43,3569.90
43,44,4803.82
44,45,3954.96
45,46,1298.12
46,47,4325.82
47,48,1148.00
48,49,2742.49
49,50,1736.00
50,51,2498.82
51,52,1035.77
52,53,486.51
53,54,820.94
54,55,4853.00
55,56,4157.58
56,57,366.93
57,58,1867.03
58,59,4472.89
59,60,3786.69
60,61,4755.48
61,62,2009.28
62,63,1266.09
63,64,4456.72
64,65,3738.29
65,66,195.87
66,67,1332.07
67,68,51.73
68,69,2222.96
69,70,4404.90
70,71,2628.34
71,72,1643.20
72,73,3646.04
73,74,141.77
74,75,542.91
75,76,3260.85
76,77,796.33
77,78,2532.17
78,79,2084.36
79,80,3182.08
80,81,2773.93
81,82,913.48
82,83,864.60
83,84,1759.88
84,85,2815.11
85,86,2298.06
86,87,4246.98
87,88,799.14
88,89,561.65
89,90,688.42
90,91,285.31
91,92,1805.64
92,93,2593.82
93,94,3329.08
94,95,1127.98
95,96,3880.03
96,97,4323.60
97,98,3518.85
98,99,21.78
99,100,4842.49
100,101,2405.05
101,102,826.95
102,103,4007.17
103,104,1123.28
104,105,3327.90
105,106,891.61
106,107,2622.43
107,108,4575.54
108,109,4936.54
109,110,1451.89
110,111,933.15
111,112,4411.65
112,113,1178.97
113,114,4401.26
114,115,1849.07
115,116,3223.73
116,117,728.42
117,118,1766.12
118,119,4855.24
119,120,4113.43
120,121,1301.09
121,122,537.29
122,123,2665.45
123,124,4710.66
124,125,278.59
125,126,143.13
126,127,3800.92
127,128,1652.21
128,129,3372.84
129,130,3114.42
130,131,4758.16
131,132,1251.60
132,133,2001.37
133,134,4361.96
134,135,1893.22
135,136,3574.81
136,137,410.58
137,138,2684.33
138,139,4694.64
139,140,3531.59
140,141,1582.01
141,142,3363.62
142,143,1111.55
143,144,1137.74
144,145,1077.62
145,146,2632.30
146,147,2305.64
147,148,3123.42
148,149,1281.28
149,150,3607.78
150,151,909.89
151,152,4019.40
152,153,3372.74
153,154,2489.36
154,155,733.73
155,156,3060.35
156,157,71.48
157,158,4459.27
158,159,643.27
159,160,2669.27
160,161,757.35
161,162,4033.63
162,163,2216.66
163,164,1533.22
164,165,3038.24
165,166,4808.26
166,167,3528.43
167,168,4527.54
168,169,1513.01
169,170,3044.14
170,171,4986.96
171,172,2691.19
172,173,1056.31
173,174,4952.81
174,175,1046.79
175,176,2625.79
176,177,3209.58
177,178,3980.36
178,179,3956.64
179,180,797.40
180,181,206.67
181,182,4900.69
182,183,1555.71
183,184,3045.81
184,185,89.75
185,186,1584.46
186,187,1991.81
187,188,22.66
188,189,3994.59
189,190,2925.52
190,191,3271.13
191,192,3169.20
192,193,4130.60
193,194,1971.08
194,195,1914.95
195,196,2531.74
196,197,1909.99
197,198,3938.79
198,199,3364.34
199,200,4638.86
200,201,4627.28
201,202,2806.83
202,203,4976.55
203,204,2457.50
204,205,3041.27
205,206,3436.52
206,207,4543.70
207,208,2750.01
208,209,3938.53
209,210,2115.41
210,211,535.38
211,212,3166.07
212,213,1700.89
213,214,2178.22
214,215,610.53
215,216,4632.06
216,217,2911.82
217,218,2308.57
218,219,2594.43
219,220,1901.61
220,221,1694.03
221,222,404.99
222,223,3094.10
223,224,762.80
224,225,1587.38
225,226,3999.56
226,227,1030.66
227,228,2471.18
228,229,1992.29
229,230,3181.13
230,231,4465.62
231,232,1278.17
232,233,736.88
233,234,4473.45
234,235,334.04
235,236,4439.16
236,237,4701.01
237,238,733.10
238,239,4076.78
239,240,3741.79
240,241,1402.21
241,242,129.28
242,243,1696.53
243,244,4278.89
244,245,1431.82
245,246,1597.70
246,247,4760.45
247,248,2198.39
248,249,3064.80
249,250,2561.30
250,251,3562.90
251,252,2766.30
252,253,3384.66
253,254,4124.38
254,255,1611.08
255,256,421.33
256,257,4114.98
257,258,753.30
258,259,1149.15
259,260,3334.08
260,261,1552.40
261,262,2971.09
262,263,1208.12
263,264,1368.20
264,265,2104.22
265,266,1550.94
266,267,2081.59
267,268,3393.57
268,269,1396.75
269,270,2659.32
270,271,4958.67
271,272,3215.20
272,273,4481.60
273,274,2789.66
274,275,2072.07
275,276,2936.54
276,277,4359.86
277,278,844.05
278,279,269.84
279,280,4045.53
280,281,2349.90
281,282,1122.30
282,283,1415.96
283,284,4860.89
284,285,2662.13
285,286,4589.18
286,287,2390.49
287,288,1211.10
288,289,1005.84
289,290,4455.01
290,291,2143.69
291,292,56.21
292,293,4945.59
293,294,1643.22
294,295,3854.69
295,296,3532.71
296,297,804.27
297,298,2583.18
298,299,2231.34
299,300,3108.54
300,301,2304.34
